src/com/example/tasks/App.java	com.example.tasks.App	class App	class	4164ffc533f574057528321310118940c2dec2ee97eccde7c263772fc8987379
src/com/example/tasks/App.java	com.example.tasks.App.App	App(Queue<Task> queue, WorkerPool pool, Store<Task> store)	constructor	f34baae20c8d4d730e195e039dc0fab2bc0bda6ceb2426fd20351ed169e9f705
src/com/example/tasks/App.java	com.example.tasks.App.main	void main(String[] args)	method	9c85e72fef414080f90f2dd5bf1b13bbd4294b2623f50fe7037c84dbdff4af52
src/com/example/tasks/App.java	com.example.tasks.App.pause	void pause()	method	978c59ca199c39b532ebc2a3642405038d09a23e208b028318486f192bf1f1ca
src/com/example/tasks/App.java	com.example.tasks.App.resume	void resume()	method	6b294abc203094cbf241489ca6660557ae2c44cb77ed84de105f64fa0220bc7d
src/com/example/tasks/App.java	com.example.tasks.App.start	void start()	method	9053d80c69095bdecd0dcf7901a06373846d79213b58280bcac071e5ea4ff0be
src/com/example/tasks/App.java	com.example.tasks.App.stop	void stop()	method	1cf5741a24780d2365f0bc7e5921d8f36e80e4f516facbae25dda6d0e9626a10
src/com/example/tasks/exceptions/QueueException.java	com.example.tasks.exceptions.QueueException	class QueueException extends TaskException	class	d131aec8533bf7b4601b5409c3f6386bfcc63da3c31eaea14977221cdee8e5bf
src/com/example/tasks/exceptions/QueueException.java	com.example.tasks.exceptions.QueueException.QueueException	QueueException(String message)	constructor	29f65f6435c2754c9fc3635aa1a84f06ae1b1af1fa3f92a9623a0b7ed2042209
src/com/example/tasks/exceptions/QueueException.java	com.example.tasks.exceptions.QueueException.QueueException	QueueException(String message, Throwable cause)	constructor	ef02630086b090e2e7d1ac7cf6a8d7c3925e31b6374a9c2fb1b4a63b52196067
src/com/example/tasks/exceptions/TaskException.java	com.example.tasks.exceptions.TaskException	class TaskException extends RuntimeException	class	614cb2bae946e26ac3968782131f0b4f016955b054cc3e84c7890f3e7fd19cbf
src/com/example/tasks/exceptions/TaskException.java	com.example.tasks.exceptions.TaskException.TaskException	TaskException(String message)	constructor	2a65ed677b85107ce1449e7b98934d25c805f7ef25ae9f97a9b2f42871db40f5
src/com/example/tasks/exceptions/TaskException.java	com.example.tasks.exceptions.TaskException.TaskException	TaskException(String message, Throwable cause)	constructor	dc3d27c8de73c39c955b4f9162e5329ff043e32fb491f1fa7e7048bdfd61af47
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority	enum Priority	enum	2b9d103fe4370328e2bc4a2c51edb3cd5c75923068f721d52957f2328ada7e99
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.CRITICAL	CRITICAL	enum_constant	ca0d4fd7ca8916d80fc0b3e66199dd359f8228096e2dc3a5e9ce242b5f8a644a
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.HIGH	HIGH	enum_constant	edb77070e79af722a4808b533e623262100725ffeb98c7c3e727665988e71a1a
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.LOW	LOW	enum_constant	7b0a7ce873d7abd0b1eb90ba9dcd8721eaa8b4ec46f190ea7168e80fbc68fce4
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.NORMAL	NORMAL	enum_constant	a19c30bc6bcc7fca44c4b991a0548a0037fbad4f1bce344a026f7903919d5236
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.Priority	Priority(int weight)	constructor	047aa9c73ca2bc556166c9e25c09b452c4abdc2163f2ba203d106419d0b5f56c
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.compareToReverse	int compareToReverse(Priority other)	method	43a45114ca6b1d12bde088295531d01f4b673242b32a66e496bb3c050dc410d9
src/com/example/tasks/model/Priority.java	com.example.tasks.model.Priority.weight	int weight()	method	bc83140570046aeae02ef26fb919631ef55b78c74e0361153127fbfeb51de354
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task	class Task	class	8c0bc7c8b18ca69a787958c70368ce6426c7c6a22df5fa31d1dde1db99397cf5
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.Task	Task(TaskId id, String payload)	constructor	7b1439e6be1fc9880d4258b4c3a6eee51b3a2cd1b3e9f0b70e5d8eafcef2e315
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.Task	Task(TaskId id, String payload, Priority priority)	constructor	63b296d5faf73dfa5fbf1b3af0d4442aae75832af7190087b8327133691b38c3
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.createdAt	Instant createdAt()	method	4a24d2caa28762aab0aa2c53f4e6ef621f7f8ea2771479e80b9943959de8d223
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.id	TaskId id()	method	e9933b1a51c417a1b76c9ff543605ff09e533c485b1da39c9f0fb57d62252dc1
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.payload	String payload()	method	629bc71d0f60962e1f5696e77e58c1c3b600fff2bff1c2ebb5019b1d3fbf52b5
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.priority	Priority priority()	method	6a25d19dd19c85438cddb18feaccceb76ca94faa66b61f8f9781f7ae9d3b38b0
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.state	TaskState state()	method	cea529ca7415e3dd02ac6fe5924a9b15aa7d5691118027e11026594d1bff27e8
src/com/example/tasks/model/Task.java	com.example.tasks.model.Task.transition	void transition(TaskState next)	method	ca3c583f05227f5dfae22e6755d837907b29e09344c04fadfe3fa34a6e4a7823
src/com/example/tasks/model/TaskId.java	com.example.tasks.model.TaskId	record TaskId(UUID value)	record	64a90250a16d6aaf37b48e3b8a8df5712b851b7b8d185ca79982e31c0eafb2b2
src/com/example/tasks/model/TaskId.java	com.example.tasks.model.TaskId.fresh	TaskId fresh()	method	4c923badbd124f912d7ba7e1b534f74ae845e17d42a2273b0835d8d65a62c984
src/com/example/tasks/model/TaskId.java	com.example.tasks.model.TaskId.parse	TaskId parse(String s)	method	1ca9e3ab52d35c37b205ca54473ff712cebc8b9cfd235ea29e0571eae43b1c4a
src/com/example/tasks/model/TaskId.java	com.example.tasks.model.TaskId.toString	String toString()	method	357cde597a79ab294570e9f6ec403c43564f02b42faccefaabd176708fc1d317
src/com/example/tasks/model/TaskState.java	com.example.tasks.model.TaskState	enum TaskState	enum	e791db7de7920887775e30d4605c600ded0df240cf7f7ae2070bdfa2d7b9fe42
src/com/example/tasks/model/TaskState.java	com.example.tasks.model.TaskState.CANCELLED	CANCELLED	enum_constant	6de425c11730c40005f8723a88481dda99c349c043c0702c9fbf6ded6c6dfd68
src/com/example/tasks/model/TaskState.java	com.example.tasks.model.TaskState.FAILED	FAILED	enum_constant	4ed7b87838e0a7d043279d00387486bd69eaa17b7f9aa910d328c9149fedc4d4
